year,year_month,patch,seedling,group,grouped,id2017,id2017_conf,dist_nedge,treat_det,root_sub_det,treat_simp,root_sub_simp,surface_waterdepth,total_height,green_height,subsurf_to_tip,green_nodes1,green_nodes2,tip_nodes,health_orig,health,vigor,vigor_all,accounted_for,present,newly_dead,dead,notes,notes2
2016,2016-Feb,Burned Forest,ZS02_01A,ZS02_01,1,153,High,0.9,L,SPMA/D-SPMA/wet,Low,Live/dead Sphagnum,,23.5,4.5,9.5,22,,,g,Green,1,1,1,1,0,0,g,
2017,2017-Mar,Burned Forest,ZS02_01A,ZS02_01,1,153,High,0.9,L,SPMA/D-SPMA/wet,Low,Live/dead Sphagnum,,25,,6,,,,G,Green,1,1,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS02_01A,ZS02_01,1,153,High,0.9,L,SPMA/D-SPMA/wet,Low,Live/dead Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS02_01A,ZS02_01,1,153,High,0.9,L,SPMA/D-SPMA/wet,Low,Live/dead Sphagnum,,32.5,,10.5,,,,vg,Vibrant green,1,1,1,1,0,0,L; vibrant green,
2013,2013-Mar,Burned Forest,ZS02_01B,ZS02_01,1,154,High,0.9,M,SPMA,Medium,Sphagnum,,21,10,21.5,22,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS02_01B,ZS02_01,1,154,High,0.9,M,SPMA,Medium,Sphagnum,,,6,17.5,25,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS02_01B,ZS02_01,1,154,High,0.9,M,SPMA,Medium,Sphagnum,,22.5,5,10,24,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS02_01B,ZS02_01,1,154,High,0.9,M,SPMA,Medium,Sphagnum,,22,,11,,,,G,Green,1,1,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS02_01B,ZS02_01,1,154,High,0.9,M,SPMA,Medium,Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS02_01B,ZS02_01,1,154,High,0.9,M,SPMA,Medium,Sphagnum,,23,,6.5,,,,G,Green,1,1,1,1,0,0,M,
2013,2013-Mar,Burned Forest,ZS02_02C,ZS02_02,1,158,High,7.1,H,SPMA,High,Sphagnum,,22,9,20,23,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS02_02C,ZS02_02,1,158,High,7.1,H,SPMA,High,Sphagnum,,,4.5,17,23,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS02_02C,ZS02_02,1,158,High,7.1,H,SPMA,High,Sphagnum,,20.5,1.5,14,15,,,b/yg,Brown/yellow-green,3,3,1,1,0,0,yg/b; top 3 cm b/y,
2017,2017-Mar,Burned Forest,ZS02_02C,ZS02_02,1,158,High,7.1,H,SPMA,High,Sphagnum,,21,,14,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS02_02C,ZS02_02,1,158,High,7.1,H,SPMA,High,Sphagnum,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS02_02C,ZS02_02,1,158,High,7.1,H,SPMA,High,Sphagnum,,20,,9,,,,B/G,Brown-green,3,3,1,1,0,0,"H, top dead; alt height and green height:  12.5, 2.5",
2013,2013-Mar,Burned Forest,ZS02_02A,ZS02_02,1,156,High,7.3,L,created SPMA/D-S/wet,Low,Live/dead Sphagnum,,27.5,14,27,28,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS02_02A,ZS02_02,1,156,High,7.3,L,created SPMA/D-S/wet,Low,Live/dead Sphagnum,,,8,24,30,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS02_02A,ZS02_02,1,156,High,7.3,L,created SPMA/D-S/wet,Low,Live/dead Sphagnum,,28,4,17.5,26,,,g,Green,1,1,1,1,0,0,g,
2017,2017-Mar,Burned Forest,ZS02_02A,ZS02_02,1,156,High,7.3,L,created SPMA/D-S/wet,Low,Live/dead Sphagnum,,28.5,,18,,,,G,Green,1,1,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS02_02A,ZS02_02,1,156,High,7.3,L,created SPMA/D-S/wet,Low,Live/dead Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS02_02A,ZS02_02,1,156,High,7.3,L,created SPMA/D-S/wet,Low,Live/dead Sphagnum,,31,,13,,,,vg,Vibrant green,1,1,1,1,0,0,L; vibrant green,
2013,2013-Mar,Burned Forest,ZS02_02B,ZS02_02,1,157,High,7.5,M,SPMA,Medium,Sphagnum,,26,13,24,35,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS02_02B,ZS02_02,1,157,High,7.5,M,SPMA,Medium,Sphagnum,,,8.5,21.5,33,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS02_02B,ZS02_02,1,157,High,7.5,M,SPMA,Medium,Sphagnum,,26,6,16.5,26,,,g,Green,1,1,1,1,0,0,g,
2017,2017-Mar,Burned Forest,ZS02_02B,ZS02_02,1,157,High,7.5,M,SPMA,Medium,Sphagnum,,24,,13,,,,G,Green,1,1,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS02_02B,ZS02_02,1,157,High,7.5,M,SPMA,Medium,Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS02_02B,ZS02_02,1,157,High,7.5,M,SPMA,Medium,Sphagnum,,26.5,,9,,,,vg,Vibrant green,1,1,1,1,0,0,M; vibrant green,
2013,2013-Mar,Burned Forest,ZS02_03C,ZS02_03,1,161,High,11.7,H,SPMA,High,Sphagnum,,33.5,19,32,34,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS02_03C,ZS02_03,1,161,High,11.7,H,SPMA,High,Sphagnum,,,11,32,37,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS02_03C,ZS02_03,1,161,High,11.7,H,SPMA,High,Sphagnum,,33.5,3,29,36,,,y,Yellow,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS02_03C,ZS02_03,1,161,High,11.7,H,SPMA,High,Sphagnum,,35,,26,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS02_03C,ZS02_03,1,161,High,11.7,H,SPMA,High,Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS02_03C,ZS02_03,1,161,High,11.7,H,SPMA,High,Sphagnum,,34.5,,26.5,,,,Y,Yellow,2,2,1,1,0,0,H,
2013,2013-Mar,Burned Forest,ZS02_03A,ZS02_03,1,159,High,11.8,L,"SP, D-S/wet",Low,Live/dead Sphagnum,,29,13,28,41,29,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS02_03A,ZS02_03,1,159,High,11.8,L,"SP, D-S/wet",Low,Live/dead Sphagnum,,,10,27,41,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS02_03A,ZS02_03,1,159,High,11.8,L,"SP, D-S/wet",Low,Live/dead Sphagnum,,32.5,7,9,23,,,g,Green,1,1,1,1,0,0,g,
2017,2017-Mar,Burned Forest,ZS02_03A,ZS02_03,1,159,High,11.8,L,"SP, D-S/wet",Low,Live/dead Sphagnum,,28,,12.5,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS02_03A,ZS02_03,1,159,High,11.8,L,"SP, D-S/wet",Low,Live/dead Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS02_03A,ZS02_03,1,159,High,11.8,L,"SP, D-S/wet",Low,Live/dead Sphagnum,,31,,8.5,,,,G,Green,1,1,1,1,0,0,L,
2013,2013-Mar,Burned Forest,ZS02_03B,ZS02_03,1,160,High,11.6,M,SPMA,Medium,Sphagnum,,31.5,16,29,32,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS02_03B,ZS02_03,1,160,High,11.6,M,SPMA,Medium,Sphagnum,,,8.5,26,24,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS02_03B,ZS02_03,1,160,High,11.6,M,SPMA,Medium,Sphagnum,,31,4,22,32,,,y,Yellow,2,2,1,1,0,0,y,
2017,2017-Mar,Burned Forest,ZS02_03B,ZS02_03,1,160,High,11.6,M,SPMA,Medium,Sphagnum,,25.5,,20,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS02_03B,ZS02_03,1,160,High,11.6,M,SPMA,Medium,Sphagnum,,,,,,,,Y,Yellow,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS02_03B,ZS02_03,1,160,High,11.6,M,SPMA,Medium,Sphagnum,,28.5,,18.5,,,,Y,Yellow,2,2,1,1,0,0,M,
2013,2013-Mar,Burned Forest,ZS02_04C,ZS02_04,1,164,High,20.4,H,SPMA,High,Sphagnum,,32,15.5,30.5,32,,,g,Green,1,1,1,1,0,0,lower branching,
2014,2014-Mar,Burned Forest,ZS02_04C,ZS02_04,1,164,High,20.4,H,SPMA,High,Sphagnum,,,6,28.5,39,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS02_04C,ZS02_04,1,164,High,20.4,H,SPMA,High,Sphagnum,,33.5,3,23,33,,,y,Yellow,2,2,1,1,0,0,y,
2017,2017-Mar,Burned Forest,ZS02_04C,ZS02_04,1,164,High,20.4,H,SPMA,High,Sphagnum,,32,,22,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS02_04C,ZS02_04,1,164,High,20.4,H,SPMA,High,Sphagnum,,,,,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS02_04C,ZS02_04,1,164,High,20.4,H,SPMA,High,Sphagnum,,31.5,,18,,,,G/B,Green-brown,1,1,1,1,0,0,H,
2013,2013-Mar,Burned Forest,ZS02_04A,ZS02_04,1,162,High,19.1,L,"S, D-S/wet",Low,Live/dead Sphagnum,,33.5,22,33,36,,,g,Green,1,1,1,1,0,0,created,
2014,2014-Mar,Burned Forest,ZS02_04A,ZS02_04,1,162,High,19.1,L,"S, D-S/wet",Low,Live/dead Sphagnum,,,7.5,30,33,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS02_04A,ZS02_04,1,162,High,19.1,L,"S, D-S/wet",Low,Live/dead Sphagnum,,36,5,23,27,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS02_04A,ZS02_04,1,162,High,19.1,L,"S, D-S/wet",Low,Live/dead Sphagnum,,32,,20,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS02_04A,ZS02_04,1,162,High,19.1,L,"S, D-S/wet",Low,Live/dead Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS02_04A,ZS02_04,1,162,High,19.1,L,"S, D-S/wet",Low,Live/dead Sphagnum,,34,,15,,,,G,Green,1,1,1,1,0,0,L,
2013,2013-Mar,Burned Forest,ZS02_04B,ZS02_04,1,163,High,19.8,M,SPMA,Medium,Sphagnum,,31,17.5,28.5,30,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS02_04B,ZS02_04,1,163,High,19.8,M,SPMA,Medium,Sphagnum,,,2.5,27.5,29,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS02_04B,ZS02_04,1,163,High,19.8,M,SPMA,Medium,Sphagnum,,30,1.5,21.5,26,,,yg,Yellow-green,2,2,1,1,0,0,"y; original tip broken; these are green nodes of next highest ""tip""",
2017,2017-Mar,Burned Forest,ZS02_04B,ZS02_04,1,163,High,19.8,M,SPMA,Medium,Sphagnum,,29,,20,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS02_04B,ZS02_04,1,163,High,19.8,M,SPMA,Medium,Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS02_04B,ZS02_04,1,163,High,19.8,M,SPMA,Medium,Sphagnum,,31,,16,,,,G/B,Green-brown,1,1,1,1,0,0,M,
2013,2013-Mar,Burned Forest,ZS02_05,ZS02_05,0,165,High,24.4,L,fibric NSP (with fine muck/sed),Low,Fibric peat,5,30.5,15,30,31,,,g,Green,1,1,1,1,0,0,natural pool; 3 lwdb,
2014,2014-Mar,Burned Forest,ZS02_05,ZS02_05,0,165,High,24.4,L,fibric NSP (with fine muck/sed),Low,Fibric peat,,,5.5,30.5,32,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS02_05,ZS02_05,0,165,High,24.4,L,fibric NSP (with fine muck/sed),Low,Fibric peat,,31,3,23.5,28,,,yg,Yellow-green,2,2,1,1,0,0,y,
2017,2017-Mar,Burned Forest,ZS02_05,ZS02_05,0,165,High,24.4,L,fibric NSP (with fine muck/sed),Low,Fibric peat,,25,,16.5,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS02_05,ZS02_05,0,165,High,24.4,L,fibric NSP (with fine muck/sed),Low,Fibric peat,,,,,,,,BG,Brown-green,3,3,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS02_05,ZS02_05,0,165,High,24.4,L,fibric NSP (with fine muck/sed),Low,Fibric peat,,,,,,,,,,,,0,0,,,MIA?,
2013,2013-Mar,Burned Forest,ZS02_06,ZS02_06,0,166,High,28.3,L,YSP,Low,Fibric peat,,27.5,14.5,28,28,16,,g,Green,1,1,1,1,0,0,natural depression,
2014,2014-Mar,Burned Forest,ZS02_06,ZS02_06,0,166,High,28.3,L,YSP,Low,Fibric peat,,,8.5,24,31,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS02_06,ZS02_06,0,166,High,28.3,L,YSP,Low,Fibric peat,,29.5,5,20.5,31,,,y,Yellow,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS02_06,ZS02_06,0,166,High,28.3,L,YSP,Low,Fibric peat,,28,,21,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS02_06,ZS02_06,0,166,High,28.3,L,YSP,Low,Fibric peat,,,,,,,,Y,Yellow,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS02_06,ZS02_06,0,166,High,28.3,L,YSP,Low,Fibric peat,,26,,20.5,,,,G,Green,1,1,1,1,0,0,solo,
2013,2013-Mar,Burned Forest,ZS03_01C,ZS03_01,1,169,High,1.9,H,SPMA,High,Sphagnum,,23.5,12,24.5,22,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS03_01C,ZS03_01,1,169,High,1.9,H,SPMA,High,Sphagnum,,,6.5,21,24,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS03_01C,ZS03_01,1,169,High,1.9,H,SPMA,High,Sphagnum,,24.5,3,15,14,,,y/b,Yellow-brown,2,2,1,1,0,0,y/b,
2017,2017-Mar,Burned Forest,ZS03_01C,ZS03_01,1,169,High,1.9,H,SPMA,High,Sphagnum,,23.5,,13,,,,B,Brown,4,4,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS03_01C,ZS03_01,1,169,High,1.9,H,SPMA,High,Sphagnum,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS03_01C,ZS03_01,1,169,High,1.9,H,SPMA,High,Sphagnum,,24,,10.5,,,,B,Brown,4,4,1,1,0,0,H,
2013,2013-Mar,Burned Forest,ZS03_01A,ZS03_01,1,167,High,1.9,L,saturated SPMA/wet,Low,Sphagnum,7.5,28.5,13,26.5,35,,,g,Green,1,1,1,1,0,0,nat dep/edge pool,
2014,2014-Mar,Burned Forest,ZS03_01A,ZS03_01,1,167,High,1.9,L,saturated SPMA/wet,Low,Sphagnum,,,10.5,17.5,27,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS03_01A,ZS03_01,1,167,High,1.9,L,saturated SPMA/wet,Low,Sphagnum,,29,2.5,13.5,26,,,g,Green,1,1,1,1,0,0,g,RC
2017,2017-Mar,Burned Forest,ZS03_01A,ZS03_01,1,167,High,1.9,L,saturated SPMA/wet,Low,Sphagnum,,28,,15,,,,G,Green,1,1,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS03_01A,ZS03_01,1,167,High,1.9,L,saturated SPMA/wet,Low,Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS03_01A,ZS03_01,1,167,High,1.9,L,saturated SPMA/wet,Low,Sphagnum,,34.5,,19.5,,,,vg,Vibrant green,1,1,1,1,0,0,L; vibrant green,
2013,2013-Mar,Burned Forest,ZS03_01B,ZS03_01,1,168,High,1.9,M,SPMA,Medium,Sphagnum,,24,7.5,23.5,27,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS03_01B,ZS03_01,1,168,High,1.9,M,SPMA,Medium,Sphagnum,,,5.5,18.5,27,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS03_01B,ZS03_01,1,168,High,1.9,M,SPMA,Medium,Sphagnum,,26,3.5,12,26,,,yg,Yellow-green,2,2,1,1,0,0,y,
2017,2017-Mar,Burned Forest,ZS03_01B,ZS03_01,1,168,High,1.9,M,SPMA,Medium,Sphagnum,,24,,12,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS03_01B,ZS03_01,1,168,High,1.9,M,SPMA,Medium,Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS03_01B,ZS03_01,1,168,High,1.9,M,SPMA,Medium,Sphagnum,,26.5,,10,,,,G,Green,1,1,1,1,0,0,M,
2013,2013-Mar,Burned Forest,ZS03_02C,ZS03_02,1,171,High,8.5,H,SPMA,High,Sphagnum,,30.5,17.5,28,41,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS03_02C,ZS03_02,1,171,High,8.5,H,SPMA,High,Sphagnum,,,8,26,42,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS03_02C,ZS03_02,1,171,High,8.5,H,SPMA,High,Sphagnum,,31,3,22,42,,,y,Yellow,2,2,1,1,0,0,y,
2017,2017-Mar,Burned Forest,ZS03_02C,ZS03_02,1,171,High,8.5,H,SPMA,High,Sphagnum,,28,,20,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS03_02C,ZS03_02,1,171,High,8.5,H,SPMA,High,Sphagnum,,,,,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS03_02C,ZS03_02,1,171,High,8.5,H,SPMA,High,Sphagnum,,31.5,,18,,,,Y/B,Yellow-brown,2,2,1,1,0,0,H,
2013,2013-Mar,Burned Forest,ZS03_02A,ZS03_02,1,,,7.9,L,"D-S, S/wet",Low,Dead Sphagnum,,30,14.5,27,32,,,g,Green,1,1,1,1,0,0,created,
2014,2014-Mar,Burned Forest,ZS03_02A,ZS03_02,1,,,7.9,L,"D-S, S/wet",Low,Dead Sphagnum,,,8,16,24,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS03_02A,ZS03_02,1,,,7.9,L,"D-S, S/wet",Low,Dead Sphagnum,,,,,,,,,,,,0,0,,0,couldn't find; missing,
2017,2017-Mar,Burned Forest,ZS03_02A,ZS03_02,1,,,7.9,L,"D-S, S/wet",Low,Dead Sphagnum,,,,,,,,,,,,0,0,,0,,
2018,2018-Mar,Burned Forest,ZS03_02A,ZS03_02,1,,,7.9,L,"D-S, S/wet",Low,Dead Sphagnum,,,,,,,,,,,,0,0,,0,,
2019,2019-Mar,Burned Forest,ZS03_02A,ZS03_02,1,,,7.9,L,"D-S, S/wet",Low,Dead Sphagnum,,,,,,,,,,,,0,0,,0,,
2013,2013-Mar,Burned Forest,ZS03_02B,ZS03_02,1,170,High,8.4,M,SPMA,Medium,Sphagnum,,31.5,18.5,30.5,42,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS03_02B,ZS03_02,1,170,High,8.4,M,SPMA,Medium,Sphagnum,,,10,28.5,42,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS03_02B,ZS03_02,1,170,High,8.4,M,SPMA,Medium,Sphagnum,,34.5,3.5,25.5,41,,,y,Yellow,2,2,1,1,0,0,y,
2017,2017-Mar,Burned Forest,ZS03_02B,ZS03_02,1,170,High,8.4,M,SPMA,Medium,Sphagnum,,34.5,,20,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS03_02B,ZS03_02,1,170,High,8.4,M,SPMA,Medium,Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS03_02B,ZS03_02,1,170,High,8.4,M,SPMA,Medium,Sphagnum,,34,,20,,,,G,Green,1,1,1,1,0,0,M,
2013,2013-Mar,Burned Forest,ZS03_03C,ZS03_03,1,174,High,19.8,H,SPMA,High,Sphagnum,,26,13,24,35,,,g,Green,1,1,1,1,0,0,1 LWDB,
2014,2014-Mar,Burned Forest,ZS03_03C,ZS03_03,1,174,High,19.8,H,SPMA,High,Sphagnum,,,6.5,22,33,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS03_03C,ZS03_03,1,174,High,19.8,H,SPMA,High,Sphagnum,,26,2,16.5,18,,,y,Yellow,2,2,1,1,0,0,y/b,
2017,2017-Mar,Burned Forest,ZS03_03C,ZS03_03,1,174,High,19.8,H,SPMA,High,Sphagnum,,25,,14,,,,B,Brown,4,4,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS03_03C,ZS03_03,1,174,High,19.8,H,SPMA,High,Sphagnum,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS03_03C,ZS03_03,1,174,High,19.8,H,SPMA,High,Sphagnum,,25.5,,11,,,,B,Brown,4,4,1,1,0,0,H,
2013,2013-Mar,Burned Forest,ZS03_03A,ZS03_03,1,172,High,20.4,L,"D-S, S/wet",Low,Dead Sphagnum,,24,10.5,23,29,,,g,Green,1,1,1,1,0,0,created,
2014,2014-Mar,Burned Forest,ZS03_03A,ZS03_03,1,172,High,20.4,L,"D-S, S/wet",Low,Dead Sphagnum,,,6.5,22,28,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS03_03A,ZS03_03,1,172,High,20.4,L,"D-S, S/wet",Low,Dead Sphagnum,,27,3,11,24,,,yg,Yellow-green,2,2,1,1,0,0,y,
2017,2017-Mar,Burned Forest,ZS03_03A,ZS03_03,1,172,High,20.4,L,"D-S, S/wet",Low,Dead Sphagnum,,23,,10,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS03_03A,ZS03_03,1,172,High,20.4,L,"D-S, S/wet",Low,Dead Sphagnum,,,,,,,,Y,Yellow,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS03_03A,ZS03_03,1,172,High,20.4,L,"D-S, S/wet",Low,Dead Sphagnum,,25.5,,7,,,,G/B,Green-brown,1,1,1,1,0,0,L,
2013,2013-Mar,Burned Forest,ZS03_03B,ZS03_03,1,173,High,20.1,M,SPMA,Medium,Sphagnum,,24,12.5,23,26,,,g,Green,1,1,1,1,0,0,"3 LWDB, lots branching, 2 leaders",
2014,2014-Mar,Burned Forest,ZS03_03B,ZS03_03,1,173,High,20.1,M,SPMA,Medium,Sphagnum,,,7.5,16,28,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS03_03B,ZS03_03,1,173,High,20.1,M,SPMA,Medium,Sphagnum,,26,4,11,22,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS03_03B,ZS03_03,1,173,High,20.1,M,SPMA,Medium,Sphagnum,,23,,8,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS03_03B,ZS03_03,1,173,High,20.1,M,SPMA,Medium,Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS03_03B,ZS03_03,1,173,High,20.1,M,SPMA,Medium,Sphagnum,,27,,2.5,,,,vg,Vibrant green,1,1,1,1,0,0,M; vibrant green,
2013,2013-Mar,Burned Forest,ZS03_04,ZS03_04,0,175,High,24.8,L,MUNA/dry moss/misc. gram; gram P with muck,Low,Sapric peat,,24,14,22,34,,,g,Green,1,1,1,1,0,0,at edge of pool; roots denuded,
2014,2014-Mar,Burned Forest,ZS03_04,ZS03_04,0,175,High,24.8,L,MUNA/dry moss/misc. gram; gram P with muck,Low,Sapric peat,,,9,22.5,27,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS03_04,ZS03_04,0,175,High,24.8,L,MUNA/dry moss/misc. gram; gram P with muck,Low,Sapric peat,,27,3,20,20,,,y,Yellow,2,2,1,1,0,0,y,RC
2017,2017-Mar,Burned Forest,ZS03_04,ZS03_04,0,175,High,24.8,L,MUNA/dry moss/misc. gram; gram P with muck,Low,Sapric peat,,23.5,,15,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS03_04,ZS03_04,0,175,High,24.8,L,MUNA/dry moss/misc. gram; gram P with muck,Low,Sapric peat,,,,,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS03_04,ZS03_04,0,175,High,24.8,L,MUNA/dry moss/misc. gram; gram P with muck,Low,Sapric peat,,25,,16.5,,,,Y/B,Yellow-brown,2,2,1,1,0,0,solo,
2013,2013-Mar,Burned Forest,ZS03_05,ZS03_05,0,176,High,28.8,L,YS/D-YS/wet,Low,Live/dead Sphagnum,,29.5,11.5,29,38,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS03_05,ZS03_05,0,176,High,28.8,L,YS/D-YS/wet,Low,Live/dead Sphagnum,,,8,24,37,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS03_05,ZS03_05,0,176,High,28.8,L,YS/D-YS/wet,Low,Live/dead Sphagnum,,29.5,6.5,20,38,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS03_05,ZS03_05,0,176,High,28.8,L,YS/D-YS/wet,Low,Live/dead Sphagnum,,26,,18,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS03_05,ZS03_05,0,176,High,28.8,L,YS/D-YS/wet,Low,Live/dead Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS03_05,ZS03_05,0,176,High,28.8,L,YS/D-YS/wet,Low,Live/dead Sphagnum,,31,,19.5,,,,G,Green,1,1,1,1,0,0,solo,
2013,2013-Mar,Burned Forest,ZS04_01C,ZS04_01,1,179,High,3.2,H,SPMA,High,Sphagnum,,34.5,21.5,33.5,32,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS04_01C,ZS04_01,1,179,High,3.2,H,SPMA,High,Sphagnum,,,13,31,35,,,,,,,1,1,0,0,,
